PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
NYPDnews,9627102,fox61news,FOX CT,"Follow us for the latest breaking news, weather, video and entertainment. We are Connecticut's Newsroom!",44039,801,54.98002497,"Hartford, CT",Non-Local,0,0,>10,New York City,Media
PortlandPolice,9627972,preillyme,Patrick Reilly,CEO of @kismatic the Enterprise Support for @kubernetesioŒ_í£Œ¢ Company,160863,1095,146.9068493,"San Francisco, CA",Non-Local,0,0,>10,"Portland, Oregon",Other Sectors
StocktonPolice,9667812,calfirenews,CAL FIRE NEWS,California Fire NewsŒ_í£Œ¢ Bob O'Connor Editor Public Safety Info Œ_í‡_ Real scoop when you need it! Œ_í‡í_ NOT OFFICIAL ALERTS  http://gofundme.com/CALIFORNIA-FIRE-NEWS,26637,9832,2.709214809,"California, United States",Non-Local,0,0,2->10,"Stockton, CA, USA",Media
PortlandPolice,9710672,schmamps,Andrew Champion,It's all fun and games until someone gets hurt. Let me be the one.,221,312,0.708333333,PDX,Non-Local,0,0,<1,"Portland, Oregon",Not Identified
CLEpolice,9737232,olevia,Cheri Campbell,"Just a happy citizen, or so they say. Sharing facts at reference desk since 1990. Own my opinions. RTs NOT endorsement.",2026,1735,1.167723343,"Rust Belt, Ohio",Non-Local,0,0,1->2,"Cleveland, OH",Not Identified
StocktonPolice,9815982,camglenn,Cam G.,,128,159,0.805031447,,Missing,0,0,<1,"Stockton, CA, USA",Not Provided
NYPDnews,9953462,docmurdock,Michael Murdock,"Pixar's Mac Sys Eng in Toy Story 1995. US Navy VETERAN - Patriot - CONSERVATIVE - PHOTOGRAPHER

http://www.gofundme.com/haltelderabuse",13604,10958,1.241467421,"Huntington Beach, CA",Non-Local,0,0,1->2,New York City,Other Sectors
PortlandPolice,9973182,lynnepdx,Lynne Terry,Health and wellness reporter for @oregonian. Ideas? Write me: lterry@oregonian.com,2173,1102,1.971869328,"Portland, Oregon",Local,0,0,1->2,"Portland, Oregon",Media
oaklandpoliceca,10016032,djpiebob,pie bob,pies are nice.,496,373,1.329758713,"oakland, ca",Local,0,0,1->2,"Oakland, CA",Not Identified
CLEpolice,10236782,nwparsons,NWParsons,"An advocate that has dedicated most of my life to helping others and addressing many different issues.

http://t.co/HVE0tdUp and http://t.co/PnrdB5Gb",947,2001,0.473263368,"Washington, DC & Ohio",Non-Local,0,0,<1,"Cleveland, OH",Not Identified
NYPDnews,10257822,greyghostx,Carl Houde,"Crisp Acidity, Slightly Nutty.  RIP OSG Mexico



Thoughts here are my own and I do not represent my employer",199,191,1.041884817,"Boston, MA",Non-Local,0,0,1->2,New York City,Not Identified
boulderpolice,10286032,modchen,dr. angelface,OOP web monkey/dba from hell; poster child for depraved indifference; scooting maniac; deepsouth refugee,204,393,0.519083969,beautiful Downtown Denver.,Non-Local,0,0,<1,"Boulder, CO",Other Sectors
NYPDnews,10399142,miller_stephen,Stephen Miller,"@StreetsblogNYC reporter. @PrattPSPD student. Cities, sailing, politics, bike/ped, LGBT. Tips: smiller@streetsblog.org",3820,3253,1.174300646,RI Œ_Œæí´ DC Œ_Œæí´ NYC,Local,0,0,1->2,New York City,Media
SFPD,10428272,rand,Jason Rand,"World traveler, skier, working at @Twitter! @ColgateUniv grad, art aficionado. Addicted to running. @UCDavisMBA candidate in Fall 2015. Œ_íèí_",1223,842,1.452494062,"San Francisco, CA",Local,0,0,1->2,"San Francisco, CA",Not Identified
SLMPD,10445102,thepavel,pavel,"music, software, beer. Ukrainian American. 

music: @animalrr. tweets in English, Russian, Ukrainian.",372,821,0.453105968,"Portland, OR",Non-Local,0,0,<1,"St. Louis, MO",Other Sectors
PortlandPolice,10621932,shoshido,Susan ,Home of the Gluten-Free Zionist Conspiracy. The spike in wheat prices? We did that. Next up: killer sea otters. You've been warned.,1486,1363,1.090242113,"Portland, Oregon, USA",Local,0,0,1->2,"Portland, Oregon",Not Identified
NYPDnews,10657272,asheville,CITIZEN-TIMES.com,"Asheville and Western North Carolina's Source for News, Information, Real Estate, Classifieds, Cars, Shopping, Entertainment and Jobs",23428,570,41.10175439,"Asheville, NC, USA",Non-Local,0,0,>10,New York City,Media
SFPD,10740312,susankrlib,Susan Krauss,"Librarian, Music Lover, News Junkie",910,2000,0.455,"íëíèT: 37.797412,-122.396233",Non-Local,0,0,<1,"San Francisco, CA",Other Sectors
SFPD,10752482,abbyj,abbyj,,27,47,0.574468085,"Arlington, VA",Non-Local,0,0,<1,"San Francisco, CA",Not Provided
boulderpolice,10828932,cubuffs,Colorado Buffaloes,"Official Colorado Buffaloes ... All #CUBuffs, all the time. #GoBuffs #Pac12 #Boulder",36344,7979,4.554956762,"Boulder, Colorado",Local,0,0,>10,"Boulder, CO",Other Sectors
BPDVT,10909812,bradleyholt,Bradley Holt,"Developer Advocate with IBM Cloud Data Services | Code for America Brigade Captain with Code for BTV | author, speaker, facilitator | opinions are my own",1859,931,1.996777658,"Burlington, Vermont",Local,0,0,1->2,"Burlington, Vermont",Other Sectors
SFPD,10946412,politicalnotes,Matthew S. Bajko,assistant editor/political columnist Bay Area Reporter,880,508,1.732283465,San Francisco ,Local,0,0,1->2,"San Francisco, CA",Media
SFPD,11096662,mcclure_sf,Jeff McC,"Born & raised in San Francisco. #craftbeer, cities, #SFGiants, comedy, progressive. Long live NL ball.",2299,2390,0.961924686,"Duboce Triangle, San Francisco",Local,0,0,<1,"San Francisco, CA",Not Identified
SLMPD,11213072,cmpcamille,Camille Phillips,@stlpublicradio reporter / weekend newscaster.                                   #Mizzou Journalism grad.      cphillips@stlpublicradio.org,829,388,2.136597938,"St. Louis, Missouri, USA",Local,0,0,2->10,"St. Louis, MO",Media
CLEpolice,11263552,markaudacity,TeenBoat!,the angst of being a teen. the thrill of being a boat.,357,514,0.694552529,trill city,Non-Local,0,0,<1,"Cleveland, OH",Not Identified
PortlandPolice,11320962,penthesilea,raised by wolves ,xicana unsocialized secular homeschool teacher,497,1189,0.417998318,PDX,Non-Local,0,0,<1,"Portland, Oregon",Other Sectors
SFPD,11393942,twothirds,Jed Michnowicz,6 foot 4 and full of muscle,137,143,0.958041958,City of Good Living,Non-Local,0,0,<1,"San Francisco, CA",Other Sectors
CLEpolice,11550372,andrewsamtoy,Andrew Samtoy,"Host/Producer, Civic Commons ideastream. Tweets/RTs are my own and may not be endorsements.",4539,197,23.04060914,"Cleveland, Ohio",Local,0,0,>10,"Cleveland, OH",Other Sectors
VBPD,11686962,mikemather,Mike Mather,"Investigative reporter for WTKR. Seeks truth, plays guitars, rides snowboards, snaps pictures, smacks volleyballs, flies planes, raises boys.",1021,156,6.544871795,"Norfolk, Va.",Non-Local,0,0,>10,"Virginia Beach, VA",Media
SFPD,11832752,pariser,Andrew Pariser,amateur chef. world traveler. sports fan. software engineer.,185,122,1.516393443,"San Francisco, CA",Local,0,0,1->2,"San Francisco, CA",Other Sectors
NYPDnews,11915822,brigidbergin,Brigid Bergin,City Hall and politics reporter @WNYC.  RT's aren't endorsements. bbergin@wnyc[dot]org,3302,2019,1.635463101,New York City,Local,0,0,1->2,New York City,Media
CLEpolice,11954462,rebel19,Rebecca Carroll,Current: Digital Media @ScenariosUSA | Opinion Writer @Guardian | Freelance @nytimes @good @Jezebel @EBONYmag | Past: @xojane @blackvoices @papermagazine,4713,971,4.853759011,Brooklyn,Non-Local,0,0,2->10,"Cleveland, OH",Media
NYPDnews,12006452,aneesvirani1,aneesvirani1,,56,176,0.318181818,,Missing,0,0,<1,New York City,Not Provided
PortlandPolice,12007192,chrisorourke,Chris O'Rourke,"Various thoughts of a somewhat satirical 40/o geek, dad, & Network Engineer in PDX. Married to @dana_orourke my thoughts are my own.",2733,581,4.703958692,"Portland, Oregon",Local,0,0,2->10,"Portland, Oregon",Other Sectors
NYPDnews,12010642,hepdog,Rob Heppler,Blogger for The Hundreds. HIV negative.,6816,1458,4.674897119,Los Angeles,Non-Local,0,0,>10,New York City,Not Identified
NYPDnews,12096932,hebrewzzi,Carlos Careful,"Dude, singer/songwriter, flexetarian, Secular Humanist, tireless LGBT ally and advocate of reproductive rights and drug law reform. Unashamed Liberal.",1032,614,1.680781759,NY,Local,0,0,1->2,New York City,Other Sectors
NYPDnews,12100222,amusice,Austin Musice,mobile applications developer,141,364,0.387362637,"Orlando, FL",Non-Local,0,0,<1,New York City,Not Identified
SLMPD,12376612,skitzzo,Ben Cook,I'm really not just arguing to argue. I actually started out agreeing with you. Views expressed are my own.,5104,701,7.281027104,St. Louis (ish),Local,0,0,>10,"St. Louis, MO",Not Identified
SFPD,12418352,brookish,brooke s. biggs,"Journalist, author, curator, fan of Underdog and underdogs everywhere. I write stuff. Xtra opinions available by request.",605,887,0.682074408,San Francisco CA ,Local,0,0,<1,"San Francisco, CA",Media
PortlandPolice,12466762,dswiese,Sean Wiese,"Product Manager by day, hustling by night @nomalicious_co and @date_thyme",1797,1787,1.005595971,"Portland, Or (PDX)",Local,0,0,1->2,"Portland, Oregon",Other Sectors
SFPD,12733172,diannarae,Dianna Mullins,"Film Lover. Co-founder Glam Media. I care deeply about women's safety globally, LGBT equality, women in film, women in leadership. https://t.co/eO4bnkMP",1203,909,1.323432343,"iPhone: 37.719131,-121.853340",Non-Local,0,0,1->2,"San Francisco, CA",Not Identified
PortlandPolice,12775932,bradhe,Brad Heller,"computer nerd @ http://www.cloudability.com. 

metalhead.

beer nerd.

timbers fan. 

wannabe musician. 

https://www.vizify.com/brad-heller",630,452,1.39380531,"Portland, Oregon",Local,0,0,1->2,"Portland, Oregon",Not Identified
SFPD,12841122,fermoso,Jose Fermoso,Reporter for OZY + SV Business Journal. Reporter for NYT best-selling book on Jony Ive. Oaklander. Listener. Runner. http://linkedin.com/pub/jose-fermo...,1745,1692,1.031323877,"Bay Area, CA",Local,0,0,1->2,"San Francisco, CA",Media
PortlandPolice,12935572,cgdurant,Colin Seiler,"@KATUNews producer. #LiveOnK2 at 4 p.m. SoCal-born, CO-refined @GrinnellCollege alum whose heart Portland stole. Writer, reader, listener & viewer.",1206,1451,0.83115093,"Portland, OR",Local,0,0,<1,"Portland, Oregon",Media
SFPD,13079302,andybosselman,Andy Bosselman,"Founder of @Arithmetic_ Skincare: Smart care for clear, healthy skin. | SF transit activist (I tweet mostly about transit). | http://about.me/andybosselman",592,1053,0.562203229,San Francisco,Local,0,0,<1,"San Francisco, CA",Other Sectors
sppdPIO,13131902,leiftheviking,Leif Brostrom,social media/pizza specialist at @tpt. I was @rhymesayers for awhile and @MarquetteU is a great place to be.,4248,4035,1.052788104,Lowertown St. Paul | MN,Local,0,0,1->2,"St. Paul, MN",Not Identified
NYPDnews,13133312,aspexit,Emlyn Addison,"(Clocolan) I write music, I code websites, on Wednesdays I go shopping. Myths are for children; be skeptical. 

http://clocolan.bandcamp.com",585,461,1.268980477,"Providence, RI",Non-Local,0,0,1->2,New York City,Not Identified
SFPD,13135132,laurenfisch,Lauren,Proud Castro resident. Bay Area native. SF Giants fan. Adventurous home cook.,478,415,1.151807229,"San Francisco, CA",Local,0,0,1->2,"San Francisco, CA",Not Identified
NYPDnews,13148382,kategardiner,Kate Gardiner,Journalist | Digital strategist | Think big. Email: kate at http://kategardiner.com Clients: http://j.mp/KGClients,9747,4263,2.286418015,"NYC, Mostly.",Local,0,0,>10,New York City,Media
SFPD,13220302,kevindickerson,Kevin J. Dickerson Œ_íÍíì,Coder. Guitarist. Singer. Songwriter. FlíëŒ¢neur. í«_ Land of the Free + í«_ Great White North. í«_ Last Frontier + í«_ Golden State. Vegan peacenik.,409,1443,0.283437283,"Oakland, California",Non-Local,0,0,<1,"San Francisco, CA",Other Sectors
detroitpolice,13262862,howardmortman,Howard Mortman,C-SPAN fan/C-SPAN staff. Influence: Larry Sanders. I was retweeted by @GarryShandling on 5/17/2015 -- same day as Mad Men finale. Which is really interesting.,3618,3051,1.185840708,"Washington, DC",Non-Local,0,0,1->2,"City of Detroit, MI",Not Identified
NYPDnews,13308502,johnness,John Ness,"VP Innovation & EIC at @DNAinfo.  Formerly at Fast Company, Patch, NBC Local, and FanHouse. Co-creator of two small children.",2082,1022,2.037181996,Brooklyn,Non-Local,0,0,>10,New York City,Not Identified
SFPD,13356562,jenniferloring,jennifer loring,"Waffle Wednesday Founder, Cat Herder, Word Smither",230,327,0.703363914,SF Bay Area,Local,0,0,<1,"San Francisco, CA",Other Sectors
SFPD,13362972,austinat,Roland Austinat,"Writer, believer, friend and firestarter.",1789,807,2.21685254,"San Francisco, California",Local,0,0,2->10,"San Francisco, CA",Media
SLMPD,13462192,congressratings,CongressRatings.com,"Congressional Job Approval Ratings by YOU! Rate Congress, Rate Obama, GW Bush & more...",13201,12254,1.077280888,United States,Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
NYPDnews,13536362,irishnyc,Lori,,21,80,0.2625,NYC,Local,0,0,<1,New York City,Not Provided
SFPD,13888182,martin_strauss,Martin,,141,790,0.178481013,San Francisco,Local,0,0,<1,"San Francisco, CA",Not Provided
SFPD,13889602,henryyeh,Henry Yeh,,168,684,0.245614035,"San Francisco, CA",Local,0,0,<1,"San Francisco, CA",Not Provided
NYPDnews,13896552,globalnewsto,Global News Toronto,Breaking GTA News from http://Globalnews.ca/toronto. Please visit us on Facebook @ http://facebook.com/globaltoronto.,60954,1160,52.54655172,Toronto,Non-Local,0,0,>10,New York City,Media
SFPD,13967302,josh_nelson,Josh Nelson,"Campaigns & Comms at @CREDOmobile. Formerly @ClimateReality, @TheHatcherGroup and @NWF. Ohio native, Oakland resident. Opinions expressed here are mine alone.",2423,1759,1.377487209,"Oakland, California",Non-Local,0,0,1->2,"San Francisco, CA",Other Sectors
oaklandpoliceca,13971722,mikelcal,Mikel Calderon Œ´Œ£í‰,"What can I say when there is not much to be said at all? #EdTech #BlackBerry10 #Technology Content Editor for Particle Media, coming soon.",1508,1333,1.131282821,"Oakland, California USA",Local,0,0,1->2,"Oakland, CA",Media
PortlandPolice,14019792,karabaic,John Karabaic,The gurney is the reward.,567,209,2.71291866,"Brooklyn, Portland.",Local,0,0,2->10,"Portland, Oregon",Not Identified
boulderpolice,14045465,zaneselvans,Zane Selvans,"Amateur Earthling, PhD. Climate & energy wonk. Bright green urbanist. Rider of bikes. Student of cooperation. Planetary geophysicist.",660,558,1.182795699,"Boulder, Colorado, USA",Local,0,0,1->2,"Boulder, CO",Not Identified
PortlandPolice,14052959,icicle,Christen McCurdy,News editor at @TheSkannerNews and erstwhile freelancer. Opinions and bad jokes my own. RTs a frequent result of poor impulse control.,791,750,1.054666667,"Portland, OR",Local,0,0,1->2,"Portland, Oregon",Media
CLEpolice,14058130,krissiepotato,krissie,"employed WDF (well-dressed feminist) inclined toward good boots, new ideas, and urban areas",414,364,1.137362637,"cleveland, ohio",Local,0,0,1->2,"Cleveland, OH",Not Identified
NYPDnews,14059257,drjanet,dr janet taylor,"Psychiatrist on frontline of Community Mental Health, where I can make a difference; Health Media Expert; @LifeReimagined Thought Leader; Mom of 4.",3648,2035,1.792628993,"New York, New York",Local,0,0,1->2,New York City,Other Sectors
NYPDnews,14065134,dougkiner,Doug Kiner,"9-1-1, kilohertz, megahertz, gigabytes, gigawatts...  Agent of the government. If you think the problems we create are bad, wait until you see our solutions!",174,510,0.341176471,"Silicon Valley, CA",Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,14085981,jbsibley,John Sibley,"I am neither especially clever nor especially gifted. I am only very, very curious. - Albert Einstein",4538,797,5.693851945,"Boogie Down Bronx, NY",Local,0,0,>10,New York City,Not Identified
SFPD,14102224,briantobin,Brian Tobin,"San Francisco resident, software engineer at Storehouse, amateur photographer, sailor.",267,178,1.5,"iPhone: 37.774830,-122.431870",Non-Local,0,0,1->2,"San Francisco, CA",Other Sectors
NYPDnews,14114324,itskac,Kelly Ann Collins,Social media scientist.  Lover of coffee & kale (but not at the same time). Founder of @vultlab. My mantra: Long live the hashtag!,32699,22884,1.42890229,In the cloud Œ_íùí_Œ´í_Œè,Non-Local,0,0,1->2,New York City,Other Sectors
NYPDnews,14130129,chocobohomo,RosíëŒ© the Riveter ,"No, Ultrasuede is a miracle, this is just good timing.",2973,804,3.697761194,123 Fake Street,Non-Local,0,0,2->10,New York City,Not Identified
PortlandPolice,14136114,garytx,Gary Oldham,Public safety executive. Incident Mgmt/ICS/wildland fire mgmt. expert. Former cop. Ex-FIRESCOPE chair. Public safety bizdev guy at Telogis.,4519,4530,0.997571744,"Austin, Texas area",Non-Local,0,0,<1,"Portland, Oregon",Other Sectors
SFPD,14143921,care2,Care2.com,"With over 28 million members, Care2 is the largest social network of activists creating petitions, making a difference and living healthy.",53036,999,53.08908909,California,Non-Local,0,0,>10,"San Francisco, CA",Other Sectors
SFPD,14159996,psdbny,day137,,325,261,1.245210728,,Missing,0,0,1->2,"San Francisco, CA",Not Provided
NYPDnews,14173635,davidlublin,David Lublin,Creative nerd. Secret rockstar. Day dreamer and amateur telephone operator. I make Mac software and sometimes art @VIDVOX.,984,99,9.939393939,"Brooklyn, NY USA",Local,0,0,2->10,New York City,Not Identified
PortlandPolice,14178309,jjeremiahcasey,Jerry Casey,Manager of breaking news at @Oregonian: http://www.oregonlive.com. Pushing past the limitations of Gutenberg.,2098,1784,1.176008969,"Portland, Oregon",Local,0,0,1->2,"Portland, Oregon",Media
oaklandpoliceca,14187439,abandonedwig,Martin Robinson,Igalian. Web platform hacker. Improviser.,146,201,0.726368159,"Oakland, CA",Local,0,0,<1,"Oakland, CA",Other Sectors
PortlandPolice,14193989,mworringer,Michael Worringer,"Ex-Wisconsinite, now Oregonian. Person who bikes. Owner of the Green Bay Packers. I do stuff for @field59inc and @dcaa.",206,197,1.045685279,"Portland, OR",Local,0,0,1->2,"Portland, Oregon",Not Identified
