PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
SFPD,2493330224,ltrobl,Lt. Rob Lenke,"Lieutenant Rob Lenke / Fairfield, Ca Police Department - @FairfieldPolice",177,90,1.966666667,"Fairfield, Ca",Non-Local,0,1,1->2,"San Francisco, CA",Police
SFPD,2546470542,sheriffsf,SF SHERIFF - SFSD,This SF Sheriff Twitter account is not monitored 24/7 to report a crime call 9-1-1 in an emergency. Follow Sheriff @ross_mirkarimi,790,300,2.633333333,,Missing,0,1,>10,"San Francisco, CA",Police
NYPDnews,2572612077,aberosenberg1,Abraham Rosenberg,Community and NYPD Liaison,300,249,1.204819277,"Brooklyn, NY",Local,0,1,1->2,New York City,Police
oaklandpoliceca,2587701936,khouston4mayor,Ken Houston EOBC,"Contractor and Community Advocate, ran for 2014 Oakland Mayor, running on Local Jobs, Changing the Image of Oakland, and Community Policing and con",354,1056,0.335227273,Oakland,Local,0,1,<1,"Oakland, CA",Other Sectors
NYPDnews,2606556046,roysmithpolice,Chief Insp Roy Smith,"Serving the people of #Lambeth as part of the @lambethMPS Senior Leadership Team, Metropolitan Police, London. Dont report crime here call 101 or 999",1343,570,2.356140351,Metropolitan Police Service,Non-Local,0,1,2->10,New York City,Not Identified
NYPDnews,2614038818,nycnavy,NAVINFO East,"Official account of the Navy Office of Information East, the @USNavy liaison in #NYC. RT Œ_í_í_ endorsement.",118,185,0.637837838,"New York, NY",Local,0,1,<1,New York City,Polictician
NYPDnews,2616172722,haverfordpd,Haverford Police,This account is not followed 24/7 so if you have an emergency please call 911 immediately. Non-emergency can call (610)853-1298.,1248,519,2.404624277,Haverford Pa ,Non-Local,0,1,2->10,New York City,Not Identified
SLMPD,2650823504,lambityann,Lamb,~~ IMAGINE~~  John Lennon,300,561,0.534759358,,Missing,0,1,<1,"St. Louis, MO",Not Identified
SLMPD,2657503075,sherracane,She Rry,,281,246,1.142276423,,Missing,0,1,1->2,"St. Louis, MO",Not Provided
SFPD,2659894350,philmatier,Phil Matier,"Political insider and columnist, San Francisco Chronicle (M,W,SUN), KCBS Radio 740am/106.9fm (750am & 550pm), Appears weekdays on KPIX5- Sunday morning anchor.",1446,807,1.791821561,"San Francisco, CA",Local,0,1,1->2,"San Francisco, CA",Media
SFPD,2670627170,sfcityhall,San Fran City Hall,"Tweet us your questions, comments, concerns, and lunch suggestions. -Powered by kombucha.",28,31,0.903225806,San Francisco,Local,0,1,<1,"San Francisco, CA",Not Identified
SFPD,2687943469,sfpdcio,CIO Susan Merritt,"Official Twitter of the San Francisco Police Department CIO Susan Merritt 

Social Media Policy: http://t.co/Nnf4xnw3X3 Call 911 to report emergencies.",415,36,11.52777778,"San Francisco, CA",Local,0,1,>10,"San Francisco, CA",Police
VBPD,2690842873,ricobushwavy,Rico Bush,WAVY-TV 10 NBC/FOX 43 Reporter. Mizzou Grad; STL native. Retweets are not endorsements. Opinions are my own. Story ideas? Send to Rico.bush@wavy.com,516,573,0.90052356,"Hampton Roads, VA",Non-Local,0,1,<1,"Virginia Beach, VA",Media
NYPDnews,2704334640,nypdfalcon,67th Pct Youth,"67th Pct bridging the gap between Cops, Community & Youths through numerous sports and arts program. While partnering with numerous community organization",270,618,0.436893204,67 th precinct,Non-Local,0,1,<1,New York City,Other Sectors
NYPDnews,2730181223,kalleob16karl,KARL-HEINZ MíëíèLLER,,572,2020,0.283168317,,Missing,0,1,<1,New York City,Not Provided
SLMPD,2734647354,bassem_masri,Bassem Masri,"As Glenn Beck so eloquently stated the sinister Palestinian,Axis of Evil,Ferguson Livestreamer,White Genocide is a MYTH.I love all humans,STL born and bred",25043,3153,7.942594355,Ferguson MO,Non-Local,0,1,2->10,"St. Louis, MO",Not Identified
detroitpolice,2735086795,detroitcitygov,City of Detroit,Official page for the City of Detroit. Follow for news and information about city government in Detroit.,741,24,30.875,Detroit,Local,0,1,>10,"City of Detroit, MI",Not Identified
StocktonPolice,2738397743,majornews911,G.Alexander(BRKNEWS),"Breaking News Reporter. Police, Crime Reporter.",12518,13187,0.949268219,,Missing,0,1,<1,"Stockton, CA, USA",Media
NYPDnews,2742356767,brooklyncb12,Community Board 12,"Proudly serving the neighborhoods of Borough Park, Dahill, Kensington and Midwood. Call us at 718-851-0800 or email us at bk12@cb.nyc.gov",326,122,2.672131148,,Missing,0,1,>10,New York City,Not Identified
NYPDnews,2756053812,joeesponyc,Joe Esposito,"Commissioner, NYC Emergency Management",2333,56,41.66071429,,Missing,0,1,>10,New York City,Not Identified
SLMPD,2757927614,handsupunited_,Support #Fightfor15 ,"In the push for justice for #MikeBrown, we're speaking together with one voice, so that the greater St. Louis area can become a model for justice everywhere.",9918,463,21.42116631,"Ferguson, MO",Non-Local,0,1,>10,"St. Louis, MO",Not Identified
detroitpolice,2764767721,aoaindetroit,AcademyoftheAmericas,"Founded in 1991, the Academy of the Americas is a PK-9th grade dual language Spanish/English immersion Detroit Public School  located in southwest Detroit.",37,123,0.300813008,"5680 Konkel Detroit, MI 48210",Local,0,1,<1,"City of Detroit, MI",Other Sectors
SLMPD,2801118366,rationalbassist,G,Rationally related to a legitimate protest movement.,294,78,3.769230769,"Saint Louis, MO, USA",Local,0,1,>10,"St. Louis, MO",Not Identified
SLMPD,2803068985,chicanapoet1,elizabeth vega,"Chicana poet, mother, grandmother community artist, activist and poet. Ripe in my own center full of juice and joy.",1513,169,8.952662722,"St. Louis, MO ",Local,0,1,2->10,"St. Louis, MO",Other Sectors
SFPD,2813606018,ibnadullah2016,M.K. ibn Abdullah,"Political Action Committee to elect Muhammad-Khalil ibn Abdullah For 2015 as Mayor of San Francisco, CA Democratic Party Candidate.",324,2170,0.149308756,San Francisco,Local,0,1,<1,"San Francisco, CA",Polictician
SpokanePD,2831833862,vpdcanine,VPD Canine Unit,Official Twitter account of the @VancouverPD Canine Unit. Not monitored 24/7. *Call 9-1-1 for emergencies* or 604-717-3321 for non-emergency police response,1849,347,5.328530259,,Missing,0,1,>10,"Spokane, WA",Police
NYPDnews,2835082269,kingscountypols,KingsCounty Politics,Kings County Politics covers the elected officials and government that serve the 2.5 million residents of Brooklyn.,296,1204,0.245847176,"Brooklyn, NY",Local,0,1,<1,New York City,Other Sectors
SLMPD,2841693095,janeqcitizen16,Jane Citizen ,Hover around the center. Pro-choice; Pro 2A; Pro death penalty; Equal rights for ALL. NO special rights,996,536,1.858208955,St Louis MO,Local,0,1,1->2,"St. Louis, MO",Not Identified
SFPD,2849403020,twu250a,TWU250A,Official tweets followed by TH. Retweets not endorsements. Social/Political event/info sharing. Promoting Unions to increase social & economic justice.,319,1306,0.244257274,San Francisco ,Local,0,1,<1,"San Francisco, CA",Not Identified
CLEpolice,2864640226,boycourt93,Lowkey,22. Cleveland.,395,499,0.791583166,,Missing,0,1,<1,"Cleveland, OH",Not Identified
NYPDnews,2877209271,k9timoshenko,Benny Colecchia,K9,143,116,1.232758621,,Missing,0,1,1->2,New York City,Not Identified
SLMPD,2895856418,fergusonstream1,@stackizshort,"A lollipop licking, activism centered media person, LiveStreamer & Counter Narration Specialist",5180,795,6.51572327,"Ferguson, and beyond",Non-Local,0,1,2->10,"St. Louis, MO",Not Identified
SFPD,2906066566,aucshutitdown,#AUCShutItDown,"A movement mobilizing AUC(Spelman,Morehouse,Clark Atlanta,ITC) students for justice. aucshutitdown@gmail.com",857,1150,0.745217391,"Atlanta, Georgia",Non-Local,0,1,<1,"San Francisco, CA",Not Identified
SLMPD,2912461124,heyylt,Hey LT,"I STAND WITH THE PROTECTORS, NOT THE PROTESTERS!",785,479,1.638830898,USA,Non-Local,0,1,1->2,"St. Louis, MO",Not Identified
SFPD,2918876204,truthcasterstv,TruthCastersTV,"Exposing Corruption, Police Brutality and Govermental Abuse Since 2011",1925,2054,0.937195716,"Oakland, CA",Non-Local,0,1,<1,"San Francisco, CA",Police
SFPD,2927379996,londonbreed,London Breed,"President, San Francisco Board of Supervisors

5th District",420,197,2.131979695,,Missing,0,1,2->10,"San Francisco, CA",Polictician
oaklandpoliceca,2936928627,jackglaserphd,Jack Glaser,Author of just published SUSPECT RACE: Causes and Consequences of Racial Profiling (Oxford University Press) http://amzn.to/1vgwTFC #racialprofiling,76,80,0.95,"Berkeley, CA",Non-Local,0,1,<1,"Oakland, CA",Not Identified
oaklandpoliceca,2939672682,waywardstreamer,Wayward Streamer,"#Denver based live stream for events for police brutality, environment, and many social justice causes. #DoItLiveCrew",583,401,1.453865337,1P2mHyBy1p36LxtLgpNXPXAZqo8ZGE,Non-Local,0,1,1->2,"Oakland, CA",Police
NYPDnews,2951149210,dionedarren,Darren Dione Aquino,Actor TV & Movies also a national advocate for disabled police firemen and veterans for 28 years have made changes in state  local government and federal,376,2001,0.187906047,,Missing,0,1,<1,New York City,Other Sectors
NYPDnews,2974124704,bluelivesnyc,Blue Lives Matter NY,As a member of Law Enforcement our goal is to raise awareness and money for the families of Officers struck by tragedy through bracelets symbolizing Unity.,126,166,0.759036145,NY,Local,0,1,<1,New York City,Other Sectors
StocktonPolice,2980450110,stocktonfirst,Stockton First,"Grassroots organization in support of new, responsible leadership in city of Stockton. News as it happens. Thank you for your interest!",294,887,0.33145434,"Stockton, CA",Local,0,1,<1,"Stockton, CA, USA",Not Identified
SpokanePD,2983157936,khqkatiechen,Katie Chen,"Reporter/MMJ with @KHQLocalNews. Formerly of @KULR in Billings, MT. @NorthwesternU grad. CA native. Story idea? katie.chen@khq.com",134,173,0.774566474,,Missing,0,1,<1,"Spokane, WA",Media
CLEpolice,2992839005,acsneo,ACS Northeast Ohio,The American Constitution Society for Law and Policy Northeast Ohio Chapter. Follow for developments in law & policy and upcoming events in Northeast Ohio.,51,230,0.22173913,"Cleveland, Ohio",Local,0,1,<1,"Cleveland, OH",Other Sectors
SFPD,3020260357,798sffd,SFFD LOCAL 798,,87,103,0.844660194,,Missing,0,1,<1,"San Francisco, CA",Not Provided
ScottsdalePD,3040505095,az_vdrs,AZ-VDRS,The AZ-VDRS aims to provide Arizona and itŒ_í_ŒÈs communities with a better understanding of violent deaths.,3,37,0.081081081,Arizona,Non-Local,0,1,<1,"Scottsdale, Arizona",Not Identified
NYPDnews,3041543943,dandonovan_ny,Dan Donovan,,447,234,1.91025641,,Missing,0,1,1->2,New York City,Not Provided
BPDVT,3044715749,zachdespart,Zach Despart,Reporter at @bfp_news. Formerly at @addyindy and @VermontCynic Give a shout at 651-4826,289,348,0.83045977,"Burlington, Vt.",Local,0,1,<1,"Burlington, Vermont",Media
NYPDnews,3153683889,nycidles,nycidles,,2,90,0.022222222,,Missing,0,1,<1,New York City,Not Provided
NYPDnews,3170700092,copunblock,Cop Unblock,"Staying on top of the mis-information about law enforcement and bringing truth to the matter. Unblocking the facts behind anti Police claims. For cops, by cops.",1261,1073,1.175209692,United States,Non-Local,0,1,1->2,New York City,Police
SFPD,3335457856,bftfnyc,Brotherhood NYC,Non-profit made of NYC police officers of all ranks. We will send uniformed officers to every confrontational LODD funeral in the US and donate to the family.,23,61,0.37704918,"New York, USA",Non-Local,0,1,<1,"San Francisco, CA",Police
NYPDnews,3338142208,bravest_finest,Bravest & Finest,"Bravest and Finest honors firefighters, police officers and ALL members of uniformed services who put their lives on the line for our safety. Please follow.",36,214,0.168224299,"New York, NY",Local,0,1,<1,New York City,Not Identified
